q_id,web_id
61,1700
62,1704
62,1705
62,1300
62,510
62,1252
63,1704
63,1705
63,1071
63,1752
63,1781
64,1704
64,1705
64,1616
64,870
64,96
65,1705
65,1704
65,1760
65,1706
65,789
66,1705
66,1704
66,1766
66,752
66,1018
67,120
67,1916
67,848
67,292
67,781
68,1776
68,1757
68,1753
68,1704
68,1823
69,1704
69,1705
69,136
69,918
69,952
70,1761
70,1760
70,1705
70,1762
70,1704
71,1705
71,1704
71,102
71,89
71,1762
72,1152
72,96
72,342
72,971
72,224
73,1762
73,1776
73,1790
73,1758
73,1297
74,1705
74,1704
74,1072
74,1029
74,698
75,1705
75,1761
75,1704
75,1753
75,1760
76,1705
76,1704
76,1041
76,289
76,873
77,1149
77,211
77,1037
77,197
77,1049
78,1705
78,1704
78,1762
78,1761
78,1801
79,1705
79,1029
79,1704
79,1041
79,1049
80,1705
80,1704
80,1760
80,1775
80,1769
81,1705
81,1089
81,616
81,1132
81,1123
82,1704
82,1705
82,1635
82,138
82,64
83,1704
83,1705
83,334
83,752
83,398
84,1704
84,1705
84,1570
84,1787
84,1573
85,1704
85,334
85,1637
85,1705
85,1674
86,1274
86,81
86,1089
86,682
86,1032
87,1748
87,1705
87,682
87,1089
87,352
88,1704
88,1705
88,1761
88,1768
88,1072
89,1704
89,1705
89,1759
89,1758
89,1117
90,1704
90,1705
90,1759
90,1752
90,705
91,96
91,928
91,165
91,97
91,937
92,1704
92,1705
92,1760
92,1758
92,1662
93,766
93,767
93,769
93,764
93,755
94,1704
94,1705
94,1760
94,1761
94,1758
95,1704
95,1705
95,870
95,1761
95,93
96,1704
96,1705
96,1290
96,1795
96,1842
97,1705
97,789
97,1002
97,1004
97,236
98,1071
98,868
98,1807
98,322
98,1008
99,332
99,971
99,741
99,1064
99,616
100,1704
100,1705
100,1762
100,1758
100,1761
101,1076
101,283
101,1148
101,1037
101,1018
102,1704
102,1705
102,1777
102,1765
102,761
103,1704
103,1705
103,452
103,1915
103,1842
104,1704
104,1705
104,1760
104,1761
104,1762
105,220
105,1877
105,1787
105,224
105,1182
106,322
106,1008
106,365
106,1014
106,1071
107,1651
107,1762
107,1705
107,1297
107,672
108,1704
108,1705
108,1875
108,440
108,678
109,1748
109,618
109,1259
109,1089
109,682
110,1704
110,1705
110,340
110,1159
110,205
111,1705
111,1704
111,303
111,64
111,138
112,159
112,1034
112,151
112,165
112,958
113,699
113,616
113,224
113,220
113,1672
114,1753
114,89
114,1757
114,1776
114,1748
115,1705
115,1090
115,1704
115,1284
115,1148
116,1029
116,934
116,1202
116,1041
116,1705
117,1745
117,1066
117,346
117,1907
117,714
118,1704
118,1705
118,1765
118,1777
118,372
119,1704
119,1705
119,1781
119,108
119,1721
120,1705
120,1704
120,441
120,1753
120,1875
121,762
121,363
121,1277
121,455
121,745
122,1705
122,1704
122,452
122,1865
122,1301
123,937
123,159
123,918
123,164
123,425
124,1759
124,1705
124,1117
124,1704
124,313
125,1800
125,1704
125,1780
125,1803
125,1274
126,1789
126,1787
126,1788
126,128
126,1117
127,1705
127,1704
127,159
127,1025
127,1758
128,1704
128,1705
128,1761
128,1760
128,454
129,372
129,363
129,1705
129,1704
129,741
130,1704
130,1705
130,1159
130,1777
130,1765
131,1705
131,922
131,1704
131,1758
131,1073
132,1705
132,1704
132,1761
132,1030
132,341
133,1704
133,1705
133,1760
133,1761
133,1758
134,1704
134,1916
134,164
134,928
134,1029
135,1704
135,1705
135,1765
135,1777
135,741
136,1057
136,332
136,1704
136,616
136,220
137,1704
137,1705
137,1759
137,1786
137,1787
138,1705
138,1704
138,1761
138,873
138,1671
139,1704
139,1705
139,915
139,201
139,358
140,1704
140,1705
140,1810
140,1758
140,1762
141,1704
141,1705
141,1812
141,1842
141,452
142,1704
142,1705
142,1761
142,1760
142,1910
143,1029
143,1704
143,164
143,175
143,934
144,1704
144,1705
144,1029
144,1184
144,1026
145,24
145,441
145,1895
145,409
145,170
146,1704
146,1760
146,1775
146,1758
146,699
147,625
147,1297
147,1705
147,741
147,1915
148,1705
148,1753
148,1762
148,164
148,1819
149,277
149,1239
149,25
149,416
149,1
150,440
150,344
150,1800
150,346
150,1704
151,1753
151,1705
151,625
151,1704
151,789
152,1704
152,1066
152,1113
152,1760
152,1762
153,1704
153,1034
153,937
153,1775
153,1705
154,1704
154,1705
154,220
154,224
154,1182
155,1705
155,1704
155,1762
155,1760
155,1273
156,1704
156,1705
156,1015
156,270
156,825
157,363
157,205
157,776
157,1720
157,1157
158,1704
158,1705
158,1071
158,868
158,1807
159,1704
159,1705
159,1761
159,1762
159,1760
160,1052
160,1704
160,1046
160,211
160,918
161,1705
161,1704
161,1760
161,1761
161,1762
162,1705
162,1704
162,102
162,37
162,1629
163,1705
163,1704
163,1761
163,1758
163,1760
164,1704
164,1705
164,1795
164,1752
164,1762
165,1092
165,1268
165,1704
165,1790
165,1789
166,1704
166,1015
166,1758
166,1570
166,1877
167,102
167,1516
167,1552
167,98
167,1743
168,1704
168,1705
168,1061
168,327
168,971
169,1704
169,1705
169,1061
169,1014
169,1018
170,1704
170,1705
170,334
170,372
170,1753
171,1704
171,760
171,872
171,128
171,893
172,1705
172,1704
172,1761
172,1774
172,1915
173,1704
173,120
173,1297
173,1117
173,1119
174,1115
174,1028
174,1748
174,89
174,922
175,1795
175,1705
175,1028
175,164
175,89
176,1163
176,1705
176,1704
176,918
176,151
177,1049
177,1704
177,966
177,1705
177,914
178,1705
178,1704
178,1752
178,1761
178,1907
179,1705
179,1077
179,1637
179,96
179,1064
180,1705
180,437
180,1704
180,138
180,250
181,1759
181,313
181,1157
181,1570
181,727
182,801
182,1573
182,682
182,34
182,634
183,1704
183,1155
183,89
183,1753
183,1752
184,1705
184,437
184,1704
184,1018
184,759
185,1778
185,1751
185,1805
185,282
185,1517
186,1704
186,1705
186,1753
186,1894
186,1762
187,1704
187,1705
187,89
187,1907
187,321
188,1704
188,1705
188,1760
188,1758
188,1761
189,1704
189,1705
189,1015
189,699
189,616
190,1704
190,1705
190,1077
190,1795
190,1766
191,1704
191,1705
191,1774
191,1066
191,1802
192,1705
192,1704
192,1037
192,1046
192,211
193,1705
193,1704
193,692
193,396
193,1272
194,1705
194,1704
194,1762
194,37
194,1539
195,1705
195,1704
195,759
195,768
195,138
196,1704
196,1705
196,1760
196,1762
196,1071
197,1705
197,1704
197,334
197,682
197,1089
198,1704
198,1705
198,1757
198,1776
198,759
199,1752
199,1704
199,1758
199,705
199,1157
200,1704
200,1705
200,1760
200,1761
200,1762
201,1705
201,937
201,1029
201,1041
201,964
202,1704
202,1705
202,1041
202,289
202,698
203,1704
203,1290
203,616
203,220
203,224
204,1705
204,1607
204,741
204,1517
204,1157
205,1705
205,1704
205,1758
205,1766
205,1761
206,1704
206,1758
206,1775
206,1705
206,224
207,1704
207,1705
207,1758
207,1762
207,1760
208,1705
208,1704
208,1762
208,1760
208,692
209,1705
209,1749
209,409
209,878
209,1518
210,736
210,1046
210,353
210,1049
210,980
211,1704
211,1705
211,1760
211,1761
211,1762
212,1704
212,1705
212,1071
212,1519
212,1532
213,1704
213,1705
213,1761
213,1762
213,1760
214,1704
214,1705
214,1761
214,1760
214,1762
215,1705
215,1704
215,1760
215,1761
215,1752
216,1704
216,1705
216,455
216,1068
216,1761
217,616
217,1089
217,741
217,682
217,224
218,1753
218,1705
218,1704
218,1775
218,1762
219,1705
219,757
219,1259
219,769
219,767
220,1705
220,757
220,1752
220,1757
220,1776
221,1704
221,1705
221,334
221,1721
221,1777
222,1704
222,1705
222,1759
222,1799
222,1801
223,1704
223,1705
223,1775
223,1758
223,1761
224,1704
224,1705
224,1761
224,1774
224,1775
225,1705
225,1473
225,752
225,1298
225,848
226,411
226,616
226,741
226,1089
226,1064
227,1041
227,175
227,1029
227,1705
227,1034
228,1704
228,1705
228,1758
228,1762
228,1761
229,1705
229,1704
229,1785
229,1746
229,1517
230,1705
230,1704
230,698
230,958
230,199
231,440
231,1704
231,971
231,699
231,616
232,1705
232,1704
232,1761
232,1775
232,1760
233,1704
233,1705
233,1758
233,1760
233,1761
234,1759
234,1705
234,1764
234,1799
234,728
235,1704
235,1705
235,1570
235,1769
235,825
236,1704
236,1705
236,1760
236,1761
236,1758
237,1705
237,1704
237,1065
237,1795
237,1674
238,1704
238,1705
238,1762
238,1753
238,1297
239,1704
239,1788
239,1705
239,1637
239,1789
240,1704
240,692
240,1674
240,1705
240,334
241,1274
241,1239
241,25
241,277
241,416
242,1705
242,1704
242,1029
242,1041
242,358
243,1704
243,1705
243,1761
243,1753
243,1671
244,1705
244,1704
244,1761
244,1760
244,89
245,1705
245,1752
245,1704
245,1760
245,1761
246,1176
246,1274
246,310
246,274
246,277
247,1704
247,1705
247,1759
247,1804
247,1777
248,1274
248,1748
248,616
248,1089
248,1064
249,1704
249,1705
249,1760
249,1762
249,1761
250,1705
250,1015
250,699
250,224
250,220
251,1705
251,1704
251,1762
251,1758
251,1006
252,1705
252,1704
252,1906
252,1300
252,1916
253,1704
253,81
253,1705
253,440
253,836
254,1705
254,1704
254,1760
254,1761
254,1762
255,1705
255,1704
255,220
255,224
255,170
256,1704
256,1157
256,1761
256,1113
256,1762
257,1705
257,1704
257,349
257,1108
257,1787
258,1704
258,1297
258,1637
258,64
258,789
259,1774
259,1915
259,682
259,1155
259,1567
260,1704
260,1705
260,220
260,283
260,1881
261,1704
261,1705
261,1761
261,1795
261,1762
262,1705
262,1704
262,1753
262,164
262,1762
263,1029
263,1704
263,1034
263,175
263,165
264,1704
264,1705
264,1766
264,928
264,1344
265,1705
265,1704
265,510
265,478
265,1924
266,1705
266,1704
266,1753
266,1762
266,1761
267,1705
267,1757
267,1776
267,1704
267,364
268,1705
268,1704
268,1760
268,1761
268,1762
269,1705
269,1704
269,1761
269,870
269,1760
270,1274
270,682
270,1089
270,1272
270,699
271,1704
271,1705
271,1014
271,1753
271,1875
272,211
272,719
272,1704
272,1705
272,730
273,1705
273,1704
273,692
273,334
273,437
274,1705
274,1704
274,1760
274,1761
274,961
275,1704
275,1705
275,1789
275,363
275,1759
276,1122
276,290
276,1167
276,275
276,1737
277,259
277,1753
277,1785
277,1039
277,967
278,346
278,1881
278,1704
278,1182
278,682
279,1704
279,741
279,1705
279,1259
279,616
280,1704
280,1705
280,741
280,220
280,1182
281,1705
281,1795
281,1753
281,98
281,870
282,1705
282,1704
282,1761
282,1760
282,102
283,1704
283,1705
283,1789
283,1786
283,1759
284,1705
284,1704
284,870
284,698
284,1587
285,1705
285,1704
285,441
285,452
285,1865
286,1124
286,1135
286,1130
286,603
286,1077
287,1705
287,1704
287,1157
287,1517
287,1607
288,616
288,1089
288,682
288,741
288,971
289,259
289,1704
289,1912
289,913
289,983
290,1705
290,1704
290,1159
290,1677
290,1721
291,1705
291,1704
291,1753
291,1765
291,1777
292,1705
292,1704
292,1758
292,1757
292,1776
293,102
293,1700
293,96
293,60
293,165
294,1704
294,1705
294,1753
294,334
294,1774
295,1674
295,761
295,334
295,1159
295,603
296,1704
296,1637
296,1792
296,1705
296,1790
297,1705
297,1704
297,1775
297,1041
297,1761
298,1704
298,1705
298,89
298,102
298,1489
299,1705
299,1760
299,1112
299,1758
299,1704
300,1705
300,1704
300,752
300,380
300,1758
301,1704
301,1705
301,1029
301,208
301,1758
302,1704
302,1705
302,1752
302,813
302,1089
303,1762
303,1810
303,1297
303,1706
303,1704
304,1704
304,1705
304,1760
304,1761
304,1762
305,1705
305,1704
305,64
305,741
305,224
306,1705
306,1704
306,1728
306,1731
306,83
307,358
307,1148
307,1093
307,1705
307,971
308,1034
308,1704
308,1029
308,1705
308,175
309,1290
309,720
309,105
309,224
309,1089
310,1704
310,1705
310,1759
310,1787
310,1789
311,1705
311,161
311,618
311,1704
311,925
312,1705
312,440
312,1641
312,699
312,1548
313,1705
313,1704
313,1757
313,1776
313,1753
314,1705
314,441
314,309
314,1131
314,1875
315,1034
315,1704
315,162
315,928
315,165
316,1705
316,1704
316,1777
316,1159
316,1298
317,1704
317,1705
317,1758
317,1761
317,1762
318,1705
318,1704
318,1761
318,1762
318,1753
319,1705
319,1704
319,1761
319,1762
319,1760
320,1049
320,1037
320,918
320,1705
320,736
321,1705
321,1704
321,1761
321,1760
321,1762
322,1243
322,1705
322,1748
322,81
322,18
323,211
323,1704
323,1049
323,1705
323,197
324,1704
324,1705
324,1758
324,1760
324,1761
325,1704
325,224
325,220
325,741
325,616
326,1705
326,372
326,344
326,1607
326,741
327,1705
327,1704
327,1071
327,1807
327,413
328,1705
328,1704
328,1752
328,1758
328,334
329,334
329,759
329,211
329,921
329,761
330,1705
330,1757
330,1704
330,1776
330,757
331,1705
331,1704
331,1760
331,1758
331,1761
332,1705
332,1704
332,1760
332,757
332,1761
333,1157
333,1607
333,741
333,368
333,745
334,1705
334,1704
334,1157
334,745
334,1517
335,918
335,151
335,138
335,358
335,164
336,1705
336,1704
336,1672
336,699
336,616
337,692
337,1637
337,334
337,761
337,1674
338,1704
338,1705
338,1029
338,911
338,960
339,1759
339,313
339,1157
339,1570
339,727
340,1704
340,1705
340,1760
340,1761
340,1762
341,101
341,510
341,1704
341,1274
341,1272
342,925
342,97
342,778
342,1705
342,1704
343,1704
343,1705
343,1760
343,1761
343,114
344,1790
344,1788
344,1704
344,1787
344,1182
345,1704
345,1705
345,1789
345,208
345,819
346,1705
346,1704
346,1760
346,1769
346,1706
347,1705
347,1704
347,1760
347,1761
347,1762
348,1704
348,1705
348,211
348,981
348,937
349,1705
349,1704
349,1760
349,1761
349,1762
350,1705
350,1752
350,1757
350,1776
350,757
351,1704
351,1705
351,1760
351,1762
351,1761
352,1032
352,682
352,1117
352,25
352,699
353,1705
353,1304
353,759
353,752
353,1651
354,1705
354,1704
354,873
354,1041
354,164
355,1776
355,1757
355,1705
355,364
355,825
356,1705
356,1704
356,510
356,743
356,1596
357,1704
357,1760
357,1705
357,1758
357,1761
358,1705
358,1704
358,1762
358,1297
358,699
359,1704
359,1705
359,870
359,1761
359,873
360,1704
360,1705
360,1041
360,1775
360,1761
361,1704
361,1705
361,159
361,1030
361,1752
362,1705
362,1704
362,1041
362,1775
362,1760
363,1705
363,1704
363,1760
363,102
363,409
364,1704
364,1705
364,164
364,938
364,878
365,1704
365,1705
365,1765
365,1777
365,1159
366,1705
366,64
366,96
366,1637
366,1635
367,1704
367,1705
367,1570
367,1157
367,1758
368,1029
368,1034
368,1041
368,937
368,1705
369,1297
369,1789
369,1790
369,1792
369,239
370,1705
370,1704
370,1795
370,1752
370,361
371,1705
371,1704
371,1777
371,1765
371,1752
372,616
372,741
372,682
372,1089
372,699
373,1792
373,1791
373,1001
373,128
373,24
374,1704
374,1705
374,1758
374,1760
374,1761
375,616
375,1089
375,682
375,741
375,699
376,1705
376,1704
376,1071
376,1752
376,1761
377,437
377,1705
377,1077
377,1704
377,1037
378,1705
378,1704
378,1762
378,1760
378,1761
379,1704
379,1705
379,1761
379,1760
379,321
380,1705
380,1704
380,1041
380,870
380,921
381,762
381,682
381,1573
381,626
381,1157
382,1705
382,1752
382,1704
382,1769
382,1774
383,1071
383,741
383,971
383,682
383,1700
384,1029
384,1705
384,159
384,1041
384,937
385,1704
385,1705
385,1752
385,1795
385,1762
386,1704
386,1001
386,1748
386,334
386,1705
387,1705
387,1704
387,1769
387,1570
387,1706
388,1176
388,274
388,1173
388,98
388,383
389,1704
389,1705
389,1838
389,1840
389,1839
390,1705
390,1704
390,437
390,1766
390,1080
391,1705
391,1760
391,1758
391,1704
391,1761
392,1756
392,1922
392,1306
392,1897
392,802
393,1705
393,1704
393,1076
393,437
393,759
394,1704
394,1705
394,1775
394,616
394,220
395,1704
395,1705
395,1761
395,1774
395,1758
396,1705
396,1704
396,1753
396,1762
396,1880
397,1704
397,1705
397,455
397,1147
397,390
398,1705
398,1704
398,752
398,1018
398,1076
399,1705
399,1704
399,927
399,1795
399,164
400,1704
400,1705
400,1753
400,1762
400,699
401,1815
401,1812
401,1299
401,1844
401,1850
402,1705
402,1704
402,1760
402,1762
402,1758
403,1705
403,1704
403,757
403,1752
403,108
404,1705
404,1704
404,1182
404,1089
404,741
405,1704
405,1705
405,1759
405,1117
405,1831
406,1705
406,1704
406,1758
406,372
406,918
407,1705
407,1704
407,1795
407,138
407,510
408,692
408,334
408,341
408,1133
408,1018
409,1705
409,1704
409,339
409,1760
409,1655
410,1745
410,353
410,1705
410,1066
410,1916
411,1704
411,1705
411,692
411,1775
411,341
412,1704
412,1705
412,1760
412,1761
412,96
413,1037
413,1149
413,1045
413,1049
413,719
414,1704
414,1705
414,452
414,1811
414,1224
415,1705
415,1704
415,1759
415,292
415,1570
416,1704
416,1705
416,1760
416,1752
416,1758
417,1704
417,1753
417,1759
417,1761
417,1775
418,1704
418,925
418,1014
418,163
418,924
419,1704
419,1250
419,741
419,1253
419,92
420,1704
420,1753
420,1705
420,1759
420,1761
421,1704
421,1705
421,915
421,1667
421,200
422,1705
422,1704
422,1752
422,1519
422,164
423,1704
423,1705
423,699
423,452
423,170
424,363
424,750
424,741
424,1157
424,626
425,1705
425,762
425,1704
425,363
425,1157
426,1704
426,1705
426,361
426,1865
426,452
427,999
427,1020
427,1676
427,1910
427,1273
428,259
428,1753
428,1785
428,1704
428,476
429,120
429,1014
429,1916
429,782
429,705
430,1704
430,1705
430,1034
430,211
430,358
431,1704
431,1753
431,334
431,1705
431,1159
432,1760
432,1704
432,1526
432,1564
432,1589
433,1704
433,1756
433,1752
433,1762
433,1705
434,1705
434,1704
434,1753
434,1760
434,1761
435,1706
435,1157
435,1720
435,918
435,741
436,1705
436,1704
436,1037
436,1041
436,957
437,1704
437,1705
437,1753
437,1761
437,1768
438,1704
438,1753
438,1915
438,625
438,425
439,1704
439,1705
439,699
439,170
439,161
440,1705
440,1704
440,1775
440,1041
440,1761
441,1704
441,1705
441,1259
441,1752
441,825
442,1704
442,1705
442,1762
442,1760
442,1761
443,1800
443,1704
443,1780
443,1803
443,1881
444,801
444,1064
444,1573
444,1089
444,25
445,1705
445,1704
445,1777
445,1765
445,1766
446,818
446,1748
446,1705
446,1089
446,1274
447,1704
447,1705
447,1752
447,957
447,138
448,1704
448,1705
448,1760
448,1761
448,1776
449,1704
449,1071
449,1807
449,698
449,1253
450,1705
450,1704
450,1029
450,1049
450,1034
451,1704
451,363
451,1705
451,372
451,374
452,1704
452,1705
452,1761
452,1041
452,870
453,1705
453,1704
453,1136
453,1018
453,303
454,1704
454,1705
454,1149
454,1049
454,670
455,259
455,1753
455,1704
455,1705
455,1785
456,1526
456,1705
456,1532
456,1904
456,1546
457,1704
457,1705
457,1760
457,1916
457,1762
458,1791
458,1793
458,1789
458,1792
458,1790
459,1704
459,1705
459,1298
459,79
459,1919
460,1704
460,1705
460,1041
460,1763
460,139
461,1895
461,1032
461,1672
461,1089
461,616
462,1762
462,1704
462,1815
462,481
462,1706
463,1704
463,1761
463,1073
463,1067
463,1705
464,1705
464,1704
464,752
464,759
464,1018
465,1704
465,1759
465,1705
465,1787
465,1765
466,128
466,761
466,420
466,719
466,928
467,1759
467,1705
467,1704
467,313
467,138
468,1704
468,1705
468,1757
468,1776
468,1752
469,699
469,682
469,1117
469,89
469,1032
470,868
470,365
470,1704
470,1071
470,1748
471,1704
471,1705
471,1721
471,340
471,1131
472,1705
472,1704
472,1064
472,971
472,741
473,1014
473,934
473,175
473,164
473,1029
474,1704
474,1705
474,1753
474,1721
474,915
475,1705
475,1704
475,1762
475,409
475,1567
476,1704
476,1705
476,1880
476,170
476,1758
477,1705
477,1704
477,1766
477,358
477,1076
478,1705
478,1704
478,1761
478,1029
478,698
479,1704
479,1705
479,1760
479,102
479,409
480,1705
480,372
480,363
480,1633
480,1137
481,1705
481,1704
481,1792
481,1789
481,1791
482,1243
482,411
482,417
482,682
482,16
483,1704
483,1705
483,334
483,363
483,1661
484,339
484,718
484,1705
484,1760
484,343
485,1704
485,1705
485,1071
485,1748
485,868
486,1705
486,1704
486,768
486,741
486,1157
487,1704
487,1705
487,1760
487,1113
487,1761
488,1705
488,1704
488,1761
488,1775
488,166
489,1704
489,1705
489,1083
489,341
489,272
490,1705
490,1761
490,1037
490,692
490,759
491,1705
491,1704
491,699
491,409
491,1064
492,819
492,1662
492,1736
492,372
492,779
493,1705
493,1704
493,1753
493,1752
493,1769
494,1704
494,1705
494,1760
494,1758
494,1762
495,1705
495,1704
495,1762
495,1752
495,1758
496,1916
496,292
496,705
496,775
496,781
497,1705
497,372
497,762
497,368
497,1157
498,1029
498,937
498,1705
498,289
498,1041
499,1705
499,1704
499,1760
499,1761
499,1762
500,1682
500,616
500,1672
500,699
500,682
501,1705
501,1704
501,1762
501,1761
501,440
502,1705
502,1473
502,128
502,531
502,510
503,1704
503,1705
503,1881
503,1023
503,1758
504,1704
504,1705
504,270
504,1029
504,1149
505,1019
505,1705
505,1159
505,1704
505,1131
506,1705
506,1704
506,1775
506,699
506,741
507,1076
507,1635
507,1046
507,369
507,1131
508,1705
508,1704
508,1030
508,1761
508,1906
509,1705
509,1704
509,873
509,1671
509,698
510,1705
510,1776
510,1752
510,1757
510,757
511,1704
511,1705
511,1760
511,1758
511,1762
512,1705
512,372
512,1758
512,1704
512,1761
513,211
513,918
513,737
513,981
513,1704
514,1704
514,1705
514,1752
514,363
514,1157
515,1704
515,1760
515,938
515,961
515,1672
516,1705
516,1704
516,159
516,1037
516,1030
517,1705
517,1704
517,752
517,1680
517,1906
518,1705
518,1704
518,1037
518,1045
518,138
519,250
519,381
519,1056
519,1001
519,1171
520,1704
520,1705
520,1760
520,1761
520,1762
521,1704
521,741
521,1182
521,616
521,220
522,1705
522,759
522,1824
522,1704
522,1159
523,1704
523,1776
523,1757
523,1705
523,1777
524,1705
524,1704
524,211
524,1034
524,1037
525,1705
525,1748
525,616
525,1259
525,18
526,979
526,928
526,1705
526,362
526,1770
527,1705
527,1037
527,1035
527,255
527,211
528,1121
528,1176
528,344
528,334
528,1057
529,1704
529,616
529,741
529,971
529,682
530,1071
530,32
530,1748
530,1807
530,314
531,1705
531,1704
531,752
531,1915
531,303
532,1790
532,1792
532,1789
532,1788
532,1793
533,1704
533,1705
533,1706
533,259
533,888
534,1705
534,1284
534,283
534,1148
534,304
535,1705
535,1704
535,692
535,1769
535,175
536,1705
536,1704
536,1756
536,1034
536,1037
537,1705
537,1704
537,1760
537,1761
537,1762
538,1297
538,1176
538,1790
538,657
538,1641
539,259
539,967
539,198
539,153
539,1704
540,1705
540,1748
540,303
540,1931
540,813
541,1704
541,1705
541,1753
541,361
541,98
542,1704
542,1705
542,1758
542,1761
542,1760
543,1704
543,1705
543,918
543,197
543,1049
544,1705
544,1704
544,1769
544,1761
544,1775
545,1705
545,1704
545,1131
545,1304
545,403
546,1704
546,937
546,1705
546,211
546,159
547,1787
547,1704
547,1789
547,1304
547,1298
548,1705
548,1704
548,1290
548,1762
548,682
549,1704
549,1705
549,1760
549,1762
549,1758
550,1705
550,752
550,1756
550,928
550,937
551,1704
551,1705
551,759
551,752
551,164
552,1705
552,1704
552,1761
552,1758
552,677
553,1705
553,368
553,363
553,918
553,741
554,1157
554,363
554,741
554,1699
554,624
555,1705
555,1762
555,618
555,1178
555,1795
556,1704
556,1705
556,16
556,1567
556,1089
557,1760
557,1705
557,1761
557,1758
557,1704
558,1704
558,1705
558,1761
558,1762
558,1760
559,1704
559,1705
559,1071
559,1760
559,413
560,1705
560,1704
560,1752
560,1760
560,1762
561,1705
561,1704
561,1760
561,1761
561,1758
562,1705
562,1774
562,1704
562,89
562,1753
563,1705
563,1704
563,452
563,1842
563,1865
564,1705
564,1704
564,1760
564,1762
564,1761
565,1704
565,1705
565,1041
565,1149
565,698
566,1705
566,1704
566,1071
566,868
566,1807
567,1705
567,440
567,1760
567,1761
567,1704
568,1704
568,1297
568,425
568,1247
568,1775
569,1705
569,1704
569,1760
569,1761
569,1775
570,1704
570,1895
570,682
570,741
570,16
571,1705
571,1704
571,1916
571,1761
571,1030
572,1704
572,1776
572,1757
572,1705
572,108
573,1704
573,1705
573,1775
573,1795
573,1761
574,1704
574,1705
574,363
574,372
574,918
575,1705
575,1704
575,868
575,303
575,1802
576,1704
576,1706
576,1810
576,1297
576,922
577,1704
577,1705
577,1880
577,1015
577,1895
578,1704
578,1157
578,1587
578,964
578,1249
579,1705
579,1704
579,1795
579,878
579,698
580,1049
580,211
580,197
580,1030
580,1037
581,270
581,1704
581,952
581,139
581,200
582,1759
582,1705
582,1704
582,1776
582,1757
583,1704
583,1705
583,1066
583,1745
583,1916
584,1704
584,1705
584,1760
584,1761
584,1762
585,1705
585,510
585,1748
585,1704
585,1495
586,1704
586,1705
586,1014
586,1609
586,138
587,1704
587,1705
587,1758
587,1552
587,1536
588,1704
588,1705
588,1041
588,1034
588,1029
589,1029
589,1034
589,1202
589,925
589,164
590,1704
590,1756
590,1762
590,1758
590,1777
591,1705
591,1704
591,1762
591,1760
591,1761
592,1704
592,188
