q_id,web_id
477,510
477,1282
477,1076
5109,89
5109,102
5109,1537
5109,1896
5109,1904
2390,372
2390,334
2390,745
2390,1661
2390,205
4202,1704
4202,1705
4202,222
4202,918
4202,1912
1468,1705
1468,1312
1468,1141
1468,291
1468,713
1488,1705
1488,1704
1488,108
1488,1901
1488,1014
1420,1394
1420,944
1420,943
1420,942
1420,941
2096,1705
2096,1041
2096,168
2096,1029
2096,937
562,1155
562,1915
562,1537
562,89
562,1820
1175,997
1175,1918
1175,982
1175,981
1175,1154
5253,1705
5253,1704
5253,1761
5253,1924
5253,478
4355,1671
4355,425
4355,1202
4355,928
4355,922
6225,1704
6225,1761
6225,1573
6225,1760
6225,1758
488,1705
488,1775
488,1704
488,1761
488,1760
1196,1001
1196,777
1196,404
1196,1789
1196,504
1466,1137
1466,1277
1466,1029
1466,1298
1466,286
2570,425
2570,927
2570,414
2570,1202
2570,410
2576,646
2576,1704
2576,700
2576,1760
2576,669
1558,1705
1558,1704
1558,1761
1558,1762
1558,1760
707,259
707,1048
707,1059
707,1030
707,1060
335,918
335,270
335,939
335,913
335,952
1560,1705
1560,1155
1560,1896
1560,1537
1560,1752
2424,1066
2424,1704
2424,114
2424,455
2424,1557
3514,1176
3514,272
3514,813
3514,56
3514,510
24,699
24,16
24,682
24,825
24,1089
6816,928
6816,240
6816,1250
6816,1159
6816,972
6466,699
6466,265
6466,248
6466,224
6466,220
5214,1705
5214,1704
5214,1760
5214,1758
6346,1022
6346,1146
6346,688
6346,1172
6346,230
5800,1721
5800,1642
5800,267
5800,158
5800,759
1562,1760
1562,1705
1562,1704
1562,1758
1562,1924
2143,1157
2143,1609
2143,972
2143,745
2143,205
3078,1705
3078,1758
3078,455
3078,1163
3078,1763
4694,236
4694,1002
4694,1758
4694,1247
4694,1297
5097,426
5097,224
5097,220
5097,682
5097,699
4607,420
4607,128
4607,1473
4607,1324
4607,1325
1845,1030
1845,1704
1845,1915
1845,1620
1845,1041
2654,1705
2654,873
2654,1157
2654,1587
2654,1626
6094,1737
6094,1118
6094,334
6094,1704
6094,1250
3732,1705
3732,1704
3732,1761
3732,1671
3732,878
1551,1142
1551,737
1551,377
1551,369
1551,361
3802,440
3802,925
3802,713
3802,1304
3802,699
1426,1705
1426,96
1426,97
1426,752
1426,1775
3155,1705
3155,1704
3155,1761
3155,1528
3155,1526
6972,871
6972,1870
6972,954
6972,1824
6972,159
1481,409
1481,1155
1481,1915
1481,1597
1481,1064
3825,1029
3825,1705
3825,927
3825,1616
3825,1671
4114,201
4114,185
4114,1912
4114,957
4114,270
6770,1895
6770,18
6770,16
6770,81
6770,1064
2805,1704
2805,901
2805,1157
2805,926
2805,1601
2875,915
2875,1018
2875,913
2875,918
2875,1584
1043,1154
1043,209
1043,1052
1043,1061
1043,1055
3324,1573
3324,1063
3324,1308
3324,463
3324,409
2406,1705
2406,927
2406,958
2406,1029
2406,918
2304,1149
2304,56
2304,287
2304,1037
2304,1052
1861,752
1861,759
1861,1137
1861,1131
1861,1298
379,1704
379,1705
379,1761
379,409
379,97
1540,1705
1540,1704
1540,451
1540,901
1540,1249
5018,334
5018,918
5018,1133
5018,319
5018,92
200,1761
200,1704
200,1705
200,1758
200,1760
1322,1704
1322,1616
1322,1761
1322,1071
1322,1748
6380,1704
6380,1880
6380,1202
6380,410
6380,1705
5964,1133
5964,1008
5964,369
5964,1030
5964,1038
1784,1895
1784,716
1784,1064
1784,270
1784,16
1917,1705
1917,1704
1917,663
1917,1064
1917,657
1159,159
1159,937
1159,1705
1159,165
1159,1277
5944,1704
5944,1705
5944,1915
5944,1042
5944,361
1865,1607
1865,368
1865,205
1865,1653
1865,258
5058,1706
5058,1810
5058,1705
5058,1704
5058,762
737,1157
737,1607
737,1907
737,258
737,46
6069,1704
6069,1837
6069,1833
6069,1828
6069,902
1671,1704
1671,1896
1671,1884
1671,1526
1671,1589
4358,1828
4358,651
4358,663
4358,1704
4358,653
3221,1841
3221,122
3221,1254
3221,776
3221,1706
2647,1705
2647,1090
2647,18
2647,304
2647,283
5014,1705
5014,1543
5014,1704
5014,408
5014,642
4770,1704
4770,1761
4770,1760
4770,1758
4770,1762
6778,646
6778,1543
6778,445
6778,807
6778,1204
5546,1637
5546,1790
5546,1105
5546,1131
5546,367
3065,1705
3065,125
3065,1704
3065,1609
3065,1674
3750,1705
3750,1704
3750,878
3750,1927
3750,1671
743,1759
743,1787
743,1327
743,1704
743,1880
757,1705
757,1282
757,1777
757,1765
757,1915
1422,1705
1422,1704
1422,1820
1422,1819
1422,1818
2639,1704
2639,1705
2639,1762
2639,1760
2639,1113
4615,1705
4615,1178
4615,1928
4615,1279
4615,1916
5914,1705
5914,1704
5914,924
5914,1041
5914,1671
548,1842
548,383
548,1705
548,692
548,341
6465,1057
6465,83
6465,1635
6465,1739
6465,1064
3936,1705
3936,1704
3936,1760
3936,1125
3936,97
3045,1705
3045,1704
3045,125
3045,1244
3045,423
2211,1705
2211,1704
2211,1762
2211,1761
2211,1760
4978,211
4978,964
4978,163
4978,1721
4978,216
1194,1704
1194,1705
1194,1277
1194,692
1194,289
6833,1705
6833,1704
6833,1760
6833,698
6833,705
5203,1118
5203,410
5203,1202
5203,878
5203,420
6343,1705
6343,1704
6343,1573
6343,1204
6343,445
2790,1204
2790,1573
2790,16
2790,634
2790,1570
2158,699
2158,971
2158,224
2158,220
2158,421
2132,1705
2132,1587
2132,165
2132,921
2132,1704
5133,1705
5133,1910
5133,408
5133,1132
5133,1762
5934,272
5934,1048
5934,1059
5934,510
5934,18
3259,89
3259,102
3259,409
3259,1896
3259,1910
6477,1705
6477,1811
6477,1704
6477,971
6477,452
3788,1132
3788,1528
3788,1916
3788,1910
3788,1068
519,381
519,1171
519,1056
519,229
519,1005
612,1704
612,1761
612,1762
612,1726
612,692
4764,1705
4764,1704
4764,1068
4764,964
4764,699
3938,1073
3938,1586
3938,1040
3938,163
3938,1671
3412,1065
3412,872
3412,1029
3412,1674
3412,1202
3808,1705
3808,291
3808,1704
3808,1112
3808,335
492,791
492,1736
492,1720
492,1660
492,780
5808,1721
5808,171
5808,182
5808,911
5808,761
3036,1690
3036,1705
3036,1124
3036,1126
3036,1704
324,1704
324,1705
324,1758
324,1662
324,1761
2717,153
2717,952
2717,137
2717,977
2717,939
3099,1705
3099,928
3099,1915
3099,637
3099,1018
1374,1705
1374,1704
1374,1822
1374,1821
1374,1115
1035,628
1035,667
1035,664
1035,656
1035,654
3834,1761
3834,1704
3834,1769
3834,291
3834,159
2826,1705
2826,1915
2826,1543
2826,1067
2826,1761
6969,1705
6969,1704
6969,1068
6969,964
6969,699
325,971
325,16
325,699
325,1710
325,224
5120,1758
5120,1704
5120,1705
5120,1760
5120,1613
587,1536
587,1564
587,1924
587,478
587,1561
6333,1022
6333,1023
6333,1161
6333,1881
6333,999
5426,1704
5426,1761
5426,407
5426,862
5426,406
1076,1706
1076,1810
1076,1654
1076,175
1076,928
1508,1721
1508,1761
1508,1781
1508,1798
1508,1098
4772,1761
4772,1705
4772,1704
4772,1760
4772,1762
4817,1705
4817,445
4817,1931
4817,127
4817,1204
1657,757
1657,857
1657,769
1657,767
1657,766
2224,1704
2224,1705
2224,1761
2224,291
2224,858
2806,1029
2806,1030
2806,211
2806,1046
2806,175
5235,1705
5235,1704
5235,1626
5235,1041
5235,870
3706,1705
3706,1019
3706,1131
3706,1704
3706,1321
6722,1314
6722,1191
6722,472
6722,1896
6722,1606
89,1704
89,1705
89,1777
89,1765
89,1756
1979,1752
1979,1157
1979,363
1979,1795
1979,957
3271,1704
3271,1705
3271,1132
3271,1178
3271,408
6774,136
6774,152
6774,958
6774,199
6774,603
2685,1705
2685,90
2685,1756
2685,752
2685,1777
6845,1251
6845,428
6845,362
6845,678
6845,1020
2274,1705
2274,1704
2274,1298
2274,1154
2274,902
3979,1131
3979,609
3979,205
3979,1046
3979,1260
4731,1526
4731,314
4731,1119
4731,4
4731,462
3438,369
3438,1704
3438,1705
3438,1757
3438,778
199,1752
199,1249
199,959
199,1157
199,705
1898,1277
1898,102
1898,1635
1898,1064
1898,759
2623,358
2623,1020
2623,699
2623,1148
2623,1103
6633,1704
6633,1766
6633,1202
6633,410
6633,928
74,1705
74,1704
74,410
74,1202
74,1025
1759,18
1759,818
1759,1243
1759,1760
1759,1274
3101,165
3101,892
3101,1752
3101,1705
3101,518
4354,16
4354,1064
4354,441
4354,971
4354,1246
6290,1775
6290,1705
6290,1761
6290,425
6290,1774
1262,1055
1262,1034
1262,985
1262,209
1262,1649
1434,1672
1434,1089
1434,1182
1434,1032
1434,224
6406,1137
6406,1064
6406,1635
6406,699
6406,224
5473,1704
5473,124
5473,1758
5473,1762
5473,1705
6213,313
6213,314
6213,1028
6213,335
6213,715
6520,1759
6520,1704
6520,1117
6520,1764
6520,313
6070,1052
6070,1046
6070,1037
6070,885
6070,1029
6920,270
6920,972
6920,990
6920,974
6920,973
3529,1705
3529,1752
3529,1704
3529,1760
3529,374
2477,1607
2477,762
2477,1157
2477,368
2477,761
3647,96
3647,1924
3647,478
3647,1769
3647,1915
997,1704
997,1745
997,1907
997,363
997,205
2882,1705
2882,1704
2882,353
2882,1020
2882,1046
6872,688
6872,1705
6872,657
6872,1870
6872,1768
4598,836
4598,81
4598,1067
4598,1274
4598,699
6555,1704
6555,1705
6555,1147
6555,1761
6555,1774
6053,209
6053,730
6053,1648
6053,1154
6053,1052
1512,1705
1512,1704
1512,1029
1512,1620
1512,937
3090,481
3090,1704
3090,1706
3090,1705
3090,428
1040,219
1040,265
1040,993
1040,329
1040,996
5310,357
5310,1130
5310,716
5310,692
5310,1870
3133,1130
3133,219
3133,1046
3133,998
3133,351
1264,1912
1264,964
1264,962
1264,961
1264,958
6412,1086
6412,1102
6412,2
6412,831
6412,1262
5874,1003
5874,239
5874,236
5874,232
5874,240
6210,1142
6210,361
6210,1132
6210,737
6210,334
4310,440
4310,1057
4310,836
4310,81
4310,741
3197,1071
3197,1705
3197,1807
3197,811
3197,868
6611,1758
6611,1705
6611,1752
6611,1704
6611,1125
209,1597
209,37
209,927
209,1518
209,1623
2604,1704
2604,1705
2604,396
2604,114
2604,168
2688,1704
2688,1705
2688,1557
2688,1609
2688,1157
1177,1057
1177,1274
1177,1175
1177,1716
1177,39
621,1705
621,1760
621,109
621,451
621,44
2843,16
2843,81
2843,971
2843,699
2843,224
3654,1704
3654,1705
3654,1889
3654,1724
3654,379
6562,1758
6562,1704
6562,1762
6562,1760
6562,1705
3129,365
3129,1071
3129,1807
3129,1259
3129,1008
1006,1705
1006,1704
1006,699
1006,1488
1006,289
5690,1705
5690,1704
5690,1775
5690,621
5690,1224
6242,1705
6242,1704
6242,1762
6242,454
6242,1636
3814,692
3814,83
3814,481
3814,1092
3814,334
5508,699
5508,224
5508,220
5508,415
5508,971
4964,1776
4964,1752
4964,1757
4964,90
4964,481
1075,1704
1075,1495
1075,478
1075,18
1075,1752
2841,614
2841,1750
2841,1063
2841,472
2841,861
287,1607
287,1567
287,1005
287,1157
287,368
4056,1495
4056,18
4056,1910
4056,437
4056,1064
6151,176
6151,167
6151,165
6151,175
6151,164
1502,1704
1502,1762
1502,1758
1502,1705
1502,1760
3837,1704
3837,1775
3837,172
3837,203
3837,921
2472,1705
2472,1704
2472,1777
2472,1765
2472,1766
4790,1705
4790,1758
4790,1761
4790,1760
4790,478
2527,1704
2527,1705
2527,163
2527,1761
2527,698
5588,901
5588,1249
5588,1157
5588,96
5588,759
2514,440
2514,415
2514,416
2514,1103
2514,1067
4520,1705
4520,1777
4520,1765
4520,1812
4520,270
402,1761
402,1705
402,1704
402,1758
402,1760
1222,1587
1222,1072
1222,1157
1222,1626
1222,1625
1088,396
1088,1027
1088,1166
1088,250
1088,1064
42,1759
42,1157
42,363
42,738
42,705
3423,1704
3423,367
3423,1136
3423,659
3423,952
6870,692
6870,1133
6870,1704
6870,1900
6870,925
5274,1704
5274,692
5274,1495
5274,1159
5274,925
1411,1704
1411,362
1411,372
1411,1762
1411,1760
3363,277
3363,102
3363,1910
3363,445
3363,16
5658,146
5658,1257
5658,213
5658,1041
5658,928
2861,1155
2861,1896
2861,102
2861,1748
2861,1905
738,1704
738,1752
738,1617
738,16
738,1618
4999,1705
4999,125
4999,1704
4999,1244
4999,423
4951,200
4951,934
4951,958
4951,937
4951,159
4744,1495
4744,759
4744,1915
4744,964
4744,1705
866,1705
866,1896
866,102
866,1904
866,1627
3978,1705
3978,165
3978,1649
3978,440
3978,159
3555,1753
3555,100
3555,1795
3555,698
3555,1927
2834,1705
2834,1704
2834,1612
2834,1620
2834,1671
966,441
966,1603
966,958
966,952
966,918
3765,1807
3765,1704
3765,1748
3765,868
3765,1749
5331,927
5331,1473
5331,1915
5331,1680
5331,915
1859,1704
1859,1705
1859,1760
1859,1573
1859,114
5098,445
5098,1804
5098,1782
5098,1617
5098,1704
1500,1705
1500,1704
1500,1761
1500,1064
1500,1760
1663,1671
1663,927
1663,1749
1663,1620
1663,1202
6743,259
6743,720
6743,1153
6743,1260
6743,1753
4319,278
4319,1121
4319,348
4319,350
4319,1136
5503,1705
5503,1704
5503,1752
5503,108
5503,362
6407,1086
6407,1675
6407,1787
6407,1786
6407,1788
6940,928
6940,1394
6940,1393
6940,773
6940,1705
6615,1186
6615,1841
6615,1840
6615,1839
6615,1838
2228,1705
2228,1704
2228,1775
2228,441
2228,1700
1860,1704
1860,1761
1860,1705
1860,454
1860,1762
4289,1649
4289,1014
4289,1029
4289,982
4289,286
550,1705
550,1495
550,1901
550,510
550,425
5875,1752
5875,1250
5875,1745
5875,1776
5875,1757
2593,445
2593,16
2593,1617
2593,1618
2593,1761
3552,716
3552,60
3552,1000
3552,256
3552,1656
297,1704
297,1705
297,1620
297,159
297,937
2134,1704
2134,972
2134,1157
2134,248
2134,1705
5210,1705
5210,697
5210,692
5210,759
5210,341
5271,265
5271,1282
5271,1092
5271,481
5271,329
6141,490
6141,1815
6141,1468
6141,1421
6141,1439
5439,967
5439,954
5439,1045
5439,1912
5439,188
3485,1705
3485,1704
3485,398
3485,915
3485,1018
4505,1704
4505,1249
4505,913
4505,1609
4505,918
5430,1705
5430,1762
5430,1761
5430,1810
5430,1706
101,283
101,1037
101,435
101,433
101,1636
4111,1029
4111,919
4111,928
4111,164
4111,670
3046,1054
3046,1136
3046,1052
3046,1050
3046,1870
3784,385
3784,1745
3784,1073
3784,102
3784,1631
6718,1705
6718,1704
6718,961
6718,1557
6718,967
2917,240
2917,1004
2917,1002
2917,236
2917,963
5600,409
5600,89
5600,1922
5600,1897
5600,1627
1570,363
1570,1157
1570,205
1570,374
1570,1777
3264,1314
3264,1594
3264,1132
3264,510
3264,1760
1673,1896
1673,1886
1673,1884
1673,1904
1673,1567
6960,102
6960,1896
6960,1904
6960,89
6960,1905
3406,1155
3406,102
3406,1922
3406,1897
3406,1537
5541,1786
5541,1787
5541,360
5541,1166
5541,1130
829,1705
829,1567
829,102
829,1922
829,1897
347,1704
347,1705
347,1726
347,1601
347,693
4002,752
4002,1704
4002,928
4002,425
4002,851
2648,1704
2648,1249
2648,1769
2648,918
2648,1157
6958,142
6958,165
6958,1049
6958,939
6958,1034
1380,1115
1380,1028
1380,1073
1380,1776
1380,1757
682,741
682,1089
682,352
682,699
682,372
2447,1705
2447,1704
2447,1865
2447,1855
2447,1301
2664,1495
2664,868
2664,287
2664,1178
2664,1769
2349,238
2349,1049
2349,67
2349,197
2349,1667
88,1705
88,1704
88,858
88,1567
88,1768
466,128
466,1325
466,928
466,1393
466,1745
2403,1298
2403,1705
2403,1664
2403,205
2403,1704
5973,1704
5973,1705
5973,303
5973,1837
5973,1833
6892,1204
6892,478
6892,1924
6892,1705
6892,1704
4082,1705
4082,201
4082,205
4082,759
4082,957
1624,663
1624,628
1624,658
1624,760
1624,657
5422,1013
5422,1720
5422,870
5422,939
5422,1344
3017,1537
3017,1155
3017,102
3017,1892
3017,1886
5474,1704
5474,114
5474,1525
5474,1528
5474,96
158,1704
158,1071
158,1705
158,1807
158,1884
352,1157
352,861
352,89
352,25
352,1239
4481,1704
4481,1661
4481,1777
4481,1765
4481,334
1427,1705
1427,1627
1427,1905
1427,1527
1427,102
6675,1704
6675,1705
6675,1915
6675,1543
6675,1672
4161,1782
4161,1802
4161,1781
4161,1801
4161,1804
2482,1705
2482,114
2482,1706
2482,454
2482,372
2796,1704
2796,1705
2796,452
2796,1224
6011,1704
6011,1705
6011,1302
6011,1929
6011,1837
4701,1705
4701,1704
4701,734
4701,1659
4701,1787
744,1705
744,1202
744,410
744,1749
744,1041
5805,102
5805,964
5805,425
5805,1253
5805,211
85,1704
85,719
85,1674
85,928
85,752
5095,1752
5095,1040
5095,205
5095,1157
5095,775
4315,1704
4315,1705
4315,1761
4315,114
4315,441
2156,4
2156,1516
2156,1564
2156,1541
2156,881
3198,682
3198,1710
3198,1032
3198,224
3198,220
4504,1224
4504,1300
4504,1865
4504,616
4504,741
933,1704
933,1157
933,901
933,89
933,1720
1644,248
1644,265
1644,16
1644,971
1644,699
5081,1822
5081,1821
5081,1157
5081,1761
5081,1775
2339,1067
2339,699
2339,81
2339,224
2339,220
4864,1705
4864,362
4864,1202
4864,410
4864,985
2888,1705
2888,398
2888,1910
2888,1179
2888,455
3923,1753
3923,96
3923,353
3923,97
3923,1026
5040,683
5040,1376
5040,498
5040,1345
5040,1381
1546,1618
1546,769
1546,767
1546,766
1546,764
2229,425
2229,926
2229,1602
2229,1752
2229,1616
6564,1758
6564,440
6564,1760
6564,1762
6564,478
168,396
168,383
168,327
168,1630
168,284
4128,1704
4128,1705
4128,1495
4128,1159
4128,1302
5739,1705
5739,1704
5739,96
5739,1070
5739,425
1164,1029
1164,1705
1164,175
1164,1704
1164,921
3476,1705
3476,1704
3476,1915
3476,1202
3476,410
1336,1705
1336,1704
1336,657
1336,439
1336,1849
5284,96
5284,97
5284,1118
5284,102
5284,876
1903,1704
1903,1705
1903,1896
1903,1922
1903,1897
3902,1873
3902,216
3902,757
3902,1264
3902,1804
2487,1149
2487,1048
2487,605
2487,784
2487,1059
6059,759
6059,1704
6059,761
6059,1159
6059,1870
3214,602
3214,1041
3214,1039
3214,964
3214,952
2478,1762
2478,1895
2478,802
2478,1013
2478,828
6208,1910
6208,772
6208,1923
6208,1117
6208,314
5308,1758
5308,1706
5308,1637
5308,1820
5308,1819
4040,1704
4040,1705
4040,692
4040,341
4040,334
5859,1705
5859,1149
5859,730
5859,737
5859,1037
4992,125
4992,1244
4992,423
4992,1702
4992,1705
2246,1705
2246,646
2246,645
2246,316
2246,1672
2901,1837
2901,1833
2901,1828
2901,1812
2901,1038
5768,1049
5768,211
5768,1034
5768,1154
5768,1008
1870,1573
1870,383
1870,1063
1870,18
1870,16
2927,836
2927,1758
2927,1760
2927,1705
2927,1284
5759,1049
5759,1029
5759,1149
5759,937
5759,159
6758,1910
6758,316
6758,1134
6758,1123
6758,1132
5358,1931
5358,18
5358,1932
5358,1530
5358,1274
5219,1259
5219,16
5219,971
5219,1710
5219,616
3928,761
3928,1644
3928,722
3928,739
3928,1720
2577,1270
2577,1027
2577,699
2577,828
2577,441
1193,1705
1193,1704
1193,1063
1193,859
1193,101
374,1760
374,1704
374,1705
374,478
374,1924
4960,1690
4960,1124
4960,125
4960,1244
4960,902
5715,848
5715,1705
5715,719
5715,90
5715,752
6098,1064
6098,278
6098,1737
6098,86
6098,108
309,720
309,1290
309,194
309,692
309,341
5220,1068
5220,372
5220,362
5220,861
5220,683
3850,1704
3850,773
3850,1812
3850,1837
3850,1833
3493,1025
3493,1043
3493,1672
3493,935
3493,163
1169,1704
1169,911
1169,928
1169,1915
1169,1038
2877,1705
2877,1704
2877,1761
2877,1762
2877,1760
4344,440
4344,81
4344,1067
4344,303
4344,16
2269,934
2269,1029
2269,1256
2269,175
2269,1049
6867,1753
6867,398
6867,1018
6867,286
6867,1258
4988,1704
4988,365
4988,322
4988,323
4988,1136
5292,1135
5292,1128
5292,605
5292,902
5292,1142
4714,1573
4714,1064
4714,16
4714,1246
4714,971
1872,1705
1872,1760
1872,1758
1872,1704
1872,906
813,1705
813,1704
813,1915
813,1032
813,1536
66,1704
66,1705
66,1652
66,759
66,1032
6756,1690
6756,125
6756,578
6756,1244
6756,423
5803,1704
5803,1705
5803,1014
5803,1154
5803,165
3329,1713
3329,889
3329,1694
3329,792
3329,1810
6704,1690
6704,1124
6704,125
6704,1126
6704,328
6492,1270
6492,283
6492,678
6492,1005
6492,629
2203,1176
2203,276
2203,275
2203,650
2203,342
3882,409
3882,612
3882,417
3882,699
3882,1064
4031,1061
4031,721
4031,918
4031,1035
4031,407
3320,681
3320,771
3320,1746
3320,1674
3320,121
4546,1704
4546,1705
4546,270
4546,1895
4546,1015
487,1704
487,1113
487,114
487,1762
487,465
4451,1704
4451,1705
4451,1762
4451,1760
